Family Type,Adult(s),Infant(s),Preshooler(s),Schoolager(s),Teenager(s),State ,Year,All Families Table #,County,Housing Costs,Child Care Costs,Food Costs ,Transportation Costs,Health Care Costs ,Miscellaneous costs,Taxes,Earned Income Tax Credit (-),Child Care Tax Credit (-),Child Tax Credit (-),Hourly Self-Sufficiency Wage                           ,Monthly Self-Sufficiency Wage                           ,Annual Self-Sufficiency Wage                           ,Emergency Savings
a4c7,4,7,,,,VA,2021,26,Chesterfield County,2601.42,3942.11,2174.75,576.13,1124.7,1041.91,3667.01,0,-100,-1250,39.14,13778.03,165336.36,213.55
a4c8,4,8,,,,VA,2021,26,Chesterfield County,2601.42,4505.27,2357.89,576.13,1165.21,1120.59,4057.03,0,-100,-1416.67,42.24,14866.88,178402.51,243.62
a4c9,4,9,,,,VA,2021,26,Chesterfield County,2901.59,5068.43,2541.02,576.13,1205.73,1229.29,4630.61,0,-100,-1583.33,46.79,16469.46,197633.54,275.69
a4c10,4,10,,,,VA,2021,26,Chesterfield County,2901.59,5631.59,2724.16,576.13,1246.24,1307.97,5054.84,0,-100,-1750,49.98,17592.52,211110.21,298.94
a5c0,5,0,,,,VA,2021,26,Chesterfield County,1673.58,0,1177.98,567.68,914.69,433.39,1144.73,0,0,-125,16.44,5787.05,69444.59,73.9
a5c1,5,1,,,,VA,2021,26,Chesterfield County,2001.09,563.16,1371.29,576.13,955.21,546.69,1485.1,0,-50,-291.67,20.33,7157,85883.95,93.98
a5c2,5,2,,,,VA,2021,26,Chesterfield County,2001.09,1126.32,1482.26,576.13,995.72,618.15,1662.87,0,-100,-458.33,22.46,7904.2,94850.43,107.32
a5c3,5,3,,,,VA,2021,26,Chesterfield County,2301.26,1689.48,1665.39,576.13,1036.24,726.85,2090.68,0,-100,-625,26.59,9361.03,112332.3,145.23
a5c4,5,4,,,,VA,2021,26,Chesterfield County,2301.26,2252.63,1848.53,576.13,1076.75,805.53,2480.7,0,-100,-791.67,29.69,10449.87,125398.45,160.45
a5c5,5,5,,,,VA,2021,26,Chesterfield County,2601.42,2815.79,2031.67,576.13,1117.27,914.23,3054.28,0,-100,-958.33,34.24,12052.46,144629.48,180.76
a5c6,5,6,,,,VA,2021,26,Chesterfield County,2601.42,3378.95,2214.81,576.13,1157.78,992.91,3444.3,0,-100,-1125,37.33,13141.3,157695.62,199.61
a5c7,5,7,,,,VA,2021,26,Chesterfield County,2901.59,3942.11,2397.95,576.13,1198.3,1101.61,4017.88,0,-100,-1291.67,41.89,14743.89,176926.65,238.06
a5c8,5,8,,,,VA,2021,26,Chesterfield County,2901.59,4505.27,2581.08,576.13,1238.81,1180.29,4407.9,0,-100,-1458.33,44.98,15832.73,189992.8,261.31
a5c9,5,9,,,,VA,2021,26,Chesterfield County,3201.75,5068.43,2764.22,576.13,1279.33,1288.99,5011.76,0,-100,-1625,49.62,17465.6,209587.21,293.38
a5c10,5,10,,,,VA,2021,26,Chesterfield County,3201.75,5631.59,2947.36,576.13,1319.85,1367.67,5436.56,0,-100,-1791.67,52.81,18589.23,223070.8,316.63
a6c0,6,0,,,,VA,2021,26,Chesterfield County,1673.58,0,1413.58,567.68,988.29,464.31,1256.58,0,0,-166.67,17.61,6197.35,74368.25,79.27
a6c1,6,1,,,,VA,2021,26,Chesterfield County,2001.09,563.16,1522.31,576.13,1028.81,569.15,1561.8,0,-50,-333.33,21.13,7439.12,89269.44,97.96
a6c2,6,2,,,,VA,2021,26,Chesterfield County,2001.09,1126.32,1705.45,576.13,1069.32,647.83,1769.57,0,-100,-500,23.57,8295.71,99548.57,129.91
a6c3,6,3,,,,VA,2021,26,Chesterfield County,2301.26,1689.48,1888.59,576.13,1109.84,756.53,2257.99,0,-100,-666.67,27.88,9813.14,117757.71,150.79
a6c4,6,4,,,,VA,2021,26,Chesterfield County,2301.26,2252.63,2071.73,576.13,1150.35,835.21,2648.01,0,-100,-833.33,30.97,10901.99,130823.85,166.01
a6c5,6,5,,,,VA,2021,26,Chesterfield County,2601.42,2815.79,2254.87,576.13,1190.87,943.91,3221.59,0,-100,-1000,35.52,12504.57,150054.88,186.32
a6c6,6,6,,,,VA,2021,26,Chesterfield County,2601.42,3378.95,2438,576.13,1231.39,1022.59,3611.61,0,-100,-1166.67,38.62,13593.42,163121.03,208.21
a6c7,6,7,,,,VA,2021,26,Chesterfield County,2901.59,3942.11,2621.14,576.13,1271.9,1131.29,4185.18,0,-100,-1333.33,43.17,15196,182352.06,246.94
a6c8,6,8,,,,VA,2021,26,Chesterfield County,2901.59,4505.27,2804.28,576.13,1312.42,1209.97,4575.2,0,-100,-1500,46.26,16284.85,195418.2,270.18
a6c9,6,9,,,,VA,2021,26,Chesterfield County,3201.75,5068.43,2987.42,576.13,1352.93,1318.67,5193.51,0,-100,-1666.67,50.94,17932.16,215185.95,302.26
a6c10,6,10,,,,VA,2021,26,Chesterfield County,3201.75,5631.59,3170.55,576.13,1393.45,1397.35,5618.31,0,-100,-1833.33,54.14,19055.8,228669.54,325.51
a7c0,7,0,,,,VA,2021,26,Chesterfield County,2001.09,0,1562.37,567.68,1061.89,519.3,1457.5,0,0,-208.33,19.78,6961.52,83538.2,88.47
a7c1,7,1,,,,VA,2021,26,Chesterfield County,2301.26,563.16,1745.51,576.13,1102.41,628.85,1783.19,0,-50,-375,23.51,8275.51,99306.08,124.66
a7c2,7,2,,,,VA,2021,26,Chesterfield County,2301.26,1126.32,1928.65,576.13,1142.93,707.53,2035.28,0,-100,-541.67,26.07,9176.41,110116.97,141.14
a7c3,7,3,,,,VA,2021,26,Chesterfield County,2601.42,1689.48,2111.79,576.13,1183.44,816.23,2608.85,0,-100,-708.33,30.62,10779,129348,161.45
a7c4,7,4,,,,VA,2021,26,Chesterfield County,2601.42,2252.63,2294.92,576.13,1223.96,894.91,2998.87,0,-100,-875,33.72,11867.85,142414.14,176.67
a7c5,7,5,,,,VA,2021,26,Chesterfield County,2901.59,2815.79,2478.06,576.13,1264.47,1003.6,3572.45,0,-100,-1041.67,38.27,13470.43,161645.17,202.83
a7c6,7,6,,,,VA,2021,26,Chesterfield County,2901.59,3378.95,2661.2,576.13,1304.99,1082.29,3962.47,0,-100,-1208.33,41.36,14559.28,174711.32,232.56
a7c7,7,7,,,,VA,2021,26,Chesterfield County,3201.75,3942.11,2844.34,576.13,1345.5,1190.98,4536.05,0,-100,-1375,45.91,16161.86,193942.35,264.63
a7c8,7,8,,,,VA,2021,26,Chesterfield County,3201.75,4505.27,3027.48,576.13,1386.02,1269.66,4950.45,0,-100,-1541.67,49.08,17275.09,207301.1,287.88
a7c9,7,9,,,,VA,2021,26,Chesterfield County,3501.91,5068.43,3210.61,576.13,1426.53,1378.36,5575.23,0,-100,-1708.33,53.78,18928.88,227146.54,319.95
a7c10,7,10,,,,VA,2021,26,Chesterfield County,3501.91,5631.59,3393.75,576.13,1467.05,1457.04,6000.04,0,-100,-1875,56.97,20052.51,240630.13,343.2
a8c0,8,0,,,,VA,2021,26,Chesterfield County,2001.09,0,1785.57,567.68,1135.5,548.98,1564.21,0,0,-250,20.89,7353.03,88236.34,93.64
a8c1,8,1,,,,VA,2021,26,Chesterfield County,2301.26,563.16,1968.71,576.13,1176.01,658.53,1889.89,0,-50,-416.67,24.62,8667.02,104004.21,130.63
a8c2,8,2,,,,VA,2021,26,Chesterfield County,2301.26,1126.32,2151.84,576.13,1216.53,737.21,2202.58,0,-100,-583.33,27.35,9628.53,115542.37,146.7
a8c3,8,3,,,,VA,2021,26,Chesterfield County,2601.42,1689.48,2334.98,576.13,1257.04,845.91,2776.16,0,-100,-750,31.91,11231.12,134773.4,167.01
a8c4,8,4,,,,VA,2021,26,Chesterfield County,2601.42,2252.63,2518.12,576.13,1297.56,924.59,3166.18,0,-100,-916.67,35,12319.96,147839.55,182.23
a8c5,8,5,,,,VA,2021,26,Chesterfield County,2901.59,2815.79,2701.26,576.13,1338.07,1033.28,3739.76,0,-100,-1083.33,39.55,13922.55,167070.58,211.43
a8c6,8,6,,,,VA,2021,26,Chesterfield County,2901.59,3378.95,2884.4,576.13,1378.59,1111.97,4129.78,0,-100,-1250,42.65,15011.39,180136.72,241.43
a8c7,8,7,,,,VA,2021,26,Chesterfield County,3201.75,3942.11,3067.53,576.13,1419.1,1220.66,4707.4,0,-100,-1416.67,47.21,16618.02,199416.24,273.5
a8c8,8,8,,,,VA,2021,26,Chesterfield County,3201.75,4505.27,3250.67,576.13,1459.62,1299.34,5132.2,0,-100,-1583.33,50.4,17741.65,212899.84,296.75
a8c9,8,9,,,,VA,2021,26,Chesterfield County,3501.91,5068.43,3433.81,576.13,1500.13,1408.04,5756.98,0,-100,-1750,55.1,19395.44,232745.28,328.82
a8c10,8,10,,,,VA,2021,26,Chesterfield County,3501.91,5631.59,3616.95,576.13,1540.65,1486.72,6181.79,0,-100,-1916.67,58.29,20519.07,246228.87,352.07
a9c0,9,0,,,,VA,2021,26,Chesterfield County,2301.26,0,2008.76,567.68,1209.1,608.68,1785.6,0,0,-291.67,23.27,8189.41,98272.98,103.62
a9c1,9,1,,,,VA,2021,26,Chesterfield County,2601.42,563.16,2191.9,576.13,1249.61,718.22,2213.08,0,-50,-458.33,27.29,9605.2,115262.34,141.47
a9c2,9,2,,,,VA,2021,26,Chesterfield County,2601.42,1126.32,2375.04,576.13,1290.13,796.9,2553.45,0,-100,-625,30.1,10594.39,127132.66,157.36
a9c3,9,3,,,,VA,2021,26,Chesterfield County,2901.59,1689.48,2558.18,576.13,1330.64,905.6,3127.03,0,-100,-791.67,34.65,12196.97,146363.69,177.67
a9c4,9,4,,,,VA,2021,26,Chesterfield County,2901.59,2252.63,2741.32,576.13,1371.16,984.28,3517.05,0,-100,-958.33,37.74,13285.82,159429.84,197.5
a9c5,9,5,,,,VA,2021,26,Chesterfield County,3201.75,2815.79,2924.45,576.13,1411.67,1092.98,4090.62,0,-100,-1125,42.3,14888.41,178660.87,235.88
a9c6,9,6,,,,VA,2021,26,Chesterfield County,3201.75,3378.95,3107.59,576.13,1452.19,1171.66,4480.64,0,-100,-1291.67,45.39,15977.25,191727.01,259.13
a9c7,9,7,,,,VA,2021,26,Chesterfield County,3501.91,3942.11,3290.73,576.13,1492.71,1280.36,5089.12,0,-100,-1458.33,50.04,17614.74,211376.83,291.2
a9c8,9,8,,,,VA,2021,26,Chesterfield County,3501.91,4505.27,3473.87,576.13,1533.22,1359.04,5513.93,0,-100,-1625,53.23,18738.37,224860.42,314.45
a9c9,9,9,,,,VA,2021,26,Chesterfield County,3802.08,5068.43,3657.01,576.13,1573.74,1467.74,6138.71,0,-100,-1791.67,57.93,20392.16,244705.87,346.52
a9c10,9,10,,,,VA,2021,26,Chesterfield County,3802.08,5631.59,3840.14,576.13,1614.25,1546.42,6563.51,0,-100,-1958.33,61.12,21515.79,258189.46,369.77
a10c0,10,0,,,,VA,2021,26,Chesterfield County,2301.26,0,2231.96,567.68,1282.7,638.36,1892.3,0,0,-333.33,24.38,8580.93,102971.11,125.63
a10c1,10,1,,,,VA,2021,26,Chesterfield County,2601.42,563.16,2415.1,576.13,1323.21,747.9,2380.39,0,-50,-500,28.57,10057.31,120687.75,147.03
a10c2,10,2,,,,VA,2021,26,Chesterfield County,2601.42,1126.32,2598.24,576.13,1363.73,826.58,2720.75,0,-100,-666.67,31.38,11046.51,132558.07,162.92
a10c3,10,3,,,,VA,2021,26,Chesterfield County,2901.59,1689.48,2781.37,576.13,1404.25,935.28,3294.33,0,-100,-833.33,35.93,12649.09,151789.1,183.56
a10c4,10,4,,,,VA,2021,26,Chesterfield County,2901.59,2252.63,2964.51,576.13,1444.76,1013.96,3684.35,0,-100,-1000,39.03,13737.94,164855.24,206.09
a10c5,10,5,,,,VA,2021,26,Chesterfield County,3201.75,2815.79,3147.65,576.13,1485.28,1122.66,4257.93,0,-100,-1166.67,43.58,15340.52,184086.27,244.75
a10c6,10,6,,,,VA,2021,26,Chesterfield County,3201.75,3378.95,3330.79,576.13,1525.79,1201.34,4647.95,0,-100,-1333.33,46.67,16429.37,197152.42,268
a10c7,10,7,,,,VA,2021,26,Chesterfield County,3501.91,3942.11,3513.93,576.13,1566.31,1310.04,5270.87,0,-100,-1500,51.37,18081.3,216975.57,300.07
a10c8,10,8,,,,VA,2021,26,Chesterfield County,3501.91,4505.27,3697.06,576.13,1606.82,1388.72,5695.68,0,-100,-1666.67,54.56,19204.93,230459.16,323.32
a10c9,10,9,,,,VA,2021,26,Chesterfield County,3802.08,5068.43,3880.2,576.13,1647.34,1497.42,6320.46,0,-100,-1833.33,59.26,20858.72,250304.61,355.39
a10c10,10,10,,,,VA,2021,26,Chesterfield County,3802.08,5631.59,4063.34,576.13,1687.85,1576.1,6745.27,0,-100,-2000,62.45,21982.35,263788.2,378.64
